id	source_chrom	source_start	source_end	label	mapped_chrom	mapped_start	mapped_end	status
BL001655	chr19	15711800	15719800	High Signal Region	chr19	15689164	15697164	mapped
BL001656	chr19	15839200	15846600	High Signal Region	chr19	15816564	15823964	mapped
BL001657	chr19	15956500	15958500	Low Mappability	chr19	15933864	15935864	mapped
BL001658	chr19	16670500	16673100	High Signal Region	chr19	16647864	16650464	mapped
BL001659	chr19	18358000	18364200	High Signal Region	chr19	18335364	18341564	mapped
BL001660	chr19	18532700	18535600	High Signal Region	chr19	18510064	18512964	mapped
BL001661	chr19	19132200	19161200	High Signal Region	chr19	19109564	19138564	mapped
BL001662	chr19	19509000	19514900	High Signal Region	chr19	19486364	19492264	mapped
BL001663	chr19	19870300	19876900	Low Mappability	chr19	19847664	19854264	mapped
BL001664	chr19	20080700	20081800	High Signal Region	chr19	20058064	20059164	mapped
BL001665	chr19	20140700	20144100	Low Mappability	chr19	20118064	20121464	mapped
BL001666	chr19	20288200	20297900	Low Mappability	chr19	20265564	20275264	mapped
BL001667	chr19	20455400	20462700	Low Mappability	chr19	20432764	20440064	mapped
BL001668	chr19	20839700	20843900	Low Mappability	chr19	20817064	20821264	mapped
BL001669	chr19	21218200	21243800	High Signal Region	chr19	21195564	21221164	mapped
BL001670	chr19	21532400	21534400	Low Mappability	chr19	21509764	21511764	mapped
BL001671	chr19	22644100	22651700	High Signal Region	chr19	22621464	22629064	mapped
BL001672	chr19	22722400	22728400	Low Mappability	chr19	22699764	22705764	mapped
BL001673	chr19	23356500	23358400	High Signal Region	chr19	23333864	23335764	mapped
BL001674	chr19	23739200	23754000	High Signal Region	chr19	23716564	23731364	mapped
BL001675	chr19	24040300	24042300	Low Mappability	chr19	24017664	24019664	mapped
BL001676	chr19	24911900	24919200	High Signal Region	chr19	24889264	24896564	mapped
BL001677	chr19	25741800	25770100	High Signal Region	chr19	25719164	25747464	mapped
BL001678	chr19	25917500	25920000	High Signal Region	chr19	25894864	25897364	mapped
BL001679	chr19	27751400	27758100	High Signal Region	chr19	27728800	27735500	mapped
BL001680	chr19	28149600	28156600	High Signal Region	chr19	28127000	28134000	mapped
BL001681	chr19	30907400	30908700	High Signal Region	chr19	30884800	30886100	mapped
BL001682	chr19	30963600	30968000	Low Mappability	chr19	30941000	30945400	mapped
BL001683	chr19	31722800	31735800	High Signal Region	chr19	31700200	31713200	mapped
BL001684	chr19	32203200	32211600	Low Mappability	chr19	32180600	32189000	mapped
BL001685	chr19	32441800	32449100	Low Mappability	chr19	32419200	32426500	mapped
BL001686	chr19	32822000	32824000	Low Mappability	chr19	32799400	32801400	mapped
BL001687	chr19	33439100	33446100	Low Mappability	chr19	33416500	33423500	mapped
BL001688	chr19	33864200	33877900	High Signal Region	chr19	33841600	33855300	mapped
BL001689	chr19	33949100	33958200	High Signal Region	chr19	33926500	33935600	mapped
BL001690	chr19	34131200	34161200	Low Mappability	chr19	34108600	34138600	mapped
BL001691	chr19	34581900	34613000	High Signal Region	chr19	34559300	34590400	mapped
BL001692	chr19	35076400	35079800	High Signal Region	chr19	35053800	35057200	mapped
BL001693	chr19	35650200	35673500	High Signal Region	chr19	35627600	35650900	mapped
BL001694	chr19	36702500	36723400	High Signal Region	chr19	36679900	36700800	mapped
BL001695	chr19	37298800	37301800	Low Mappability	chr19	37276199	37279199	mapped
BL001696	chr19	37617300	37624600	Low Mappability	chr19	37605748	37613048	mapped
BL001697	chr19	38490200	38495300	Low Mappability	chr19	38478648	38483748	mapped
BL001698	chr19	39078100	39079500	High Signal Region	chr19	39066544	39067944	mapped
BL001699	chr19	39106700	39156300	High Signal Region	chr19	39095144	39144744	mapped
BL001700	chr19	39244700	39270400	High Signal Region	chr19	39233144	39258844	mapped
BL001701	chr19	39331700	39424100	High Signal Region	chr19	39320144	39412544	mapped
BL001702	chr19	39599900	39607200	Low Mappability	chr19	39588344	39595644	mapped
BL001703	chr19	39658700	39695100	Low Mappability	chr19	39647144	39683544	mapped
BL001704	chr19	40020400	40026800	Low Mappability	chr19	40008844	40015244	mapped
BL001705	chr19	40094100	40153300	High Signal Region	chr19	40082544	40141744	mapped
BL001706	chr19	40328500	40330000	Low Mappability	chr19	40316944	40318444	mapped
BL001707	chr19	41142700	41150000	Low Mappability	chr19	41131139	41138439	mapped
BL001708	chr19	41424200	41473100	Low Mappability	chr19	41412639	41461539	mapped
BL001709	chr19	42346000	42350500	Low Mappability	chr19	42334439	42338939	mapped
BL001710	chr19	42647600	42649700	Low Mappability	chr19	42636039	42638139	mapped
BL001711	chr19	43118800	43124600	High Signal Region	chr19	43107239	43113039	mapped
BL001712	chr19	43236000	43238000	Low Mappability	chr19	43224439	43226439	mapped
BL001713	chr19	43321500	43323700	High Signal Region	chr19	43309939	43312139	mapped
BL001714	chr19	44145700	44171700	Low Mappability	chr19	44134139	44160139	mapped
BL001715	chr19	44218500	44225000	Low Mappability	chr19	44206939	44213439	mapped
BL001716	chr19	44862100	44864300	High Signal Region	chr19	44850539	44852739	mapped
BL001717	chr19	45004900	45096500	Low Mappability	chr19	44993339	45084939	mapped
BL001718	chr19	45182300	45190200	High Signal Region	chr19	45170739	45178639	mapped
BL001719	chr19	45649000	45661500	High Signal Region	chr19	45637439	45649939	mapped
BL001720	chr19	45699400	45706300	Low Mappability	chr19	45687839	45694739	mapped
BL001721	chr19	47590300	47602700	Low Mappability	chr19	47578739	47591139	mapped
BL001722	chr19	48484600	48496700	High Signal Region	chr19	48473039	48485139	mapped
BL001723	chr19	48743800	48746300	High Signal Region	chr19	48732239	48734739	mapped
BL001724	chr19	50107900	50114400	Low Mappability	chr19	50096338	50102838	mapped
BL001725	chr19	50309700	50311600	High Signal Region	chr19	50298138	50300038	mapped
BL001726	chr19	50754100	50755900	Low Mappability	chr19	50742538	50744338	mapped
BL001727	chr19	50828900	50835600	High Signal Region	chr19	50817338	50824038	mapped
BL001728	chr19	51649700	51655800	High Signal Region	chr19	51638138	51644238	mapped
BL001729	chr19	51949000	51955700	Low Mappability	chr19	51937438	51944138	mapped
BL001730	chr19	52303100	52309700	Low Mappability	chr19	52291538	52298138	mapped
BL001731	chr19	52927900	52932300	Low Mappability	chr19	52916331	52920731	mapped
BL001732	chr19	52967800	52991100	Low Mappability	chr19	52956231	52979531	mapped
BL001733	chr19	53522200	53527100	High Signal Region	chr19	53510631	53515531	mapped
BL001734	chr19	53767900	53777800	High Signal Region	chr19	53756331	53766231	mapped
BL001735	chr19	54235200	54236600	High Signal Region	chr19	54223631	54225031	mapped
BL001736	chr19	54884700	54936800	High Signal Region	chr19	54873132	54925232	mapped
BL001737	chr19	54994900	55001700	Low Mappability	chr19	54983332	54990132	mapped
BL001738	chr19	55976700	55984000	Low Mappability	chr19	55965132	55972432	mapped
BL001739	chr19	56248700	56259000	Low Mappability	chr19	56237132	56247432	mapped
BL001740	chr19	56846600	56849100	High Signal Region	chr19	56835032	56837532	mapped
BL001741	chr19	57514200	57520700	Low Mappability	chr19	57502632	57509132	mapped
BL001742	chr19	57634000	57635600	Low Mappability	chr19	57622432	57624032	mapped
BL001743	chr19	57827000	57832700	Low Mappability	chr19	57815432	57821132	mapped
BL001744	chr19	58012500	58014600	Low Mappability	chr19	58000932	58003032	mapped
BL001745	chr19	58112400	58114500	High Signal Region	chr19	58100832	58102932	mapped
BL001746	chr19	58481300	58483200	High Signal Region	chr19	58469732	58471632	mapped
BL001747	chr19	59221800	59240400	High Signal Region	chr19	59210232	59228832	mapped
BL001748	chr19	59763100	59779900	High Signal Region	chr19	59751532	59768332	mapped
BL001749	chr19	60082500	60089900	High Signal Region	chr19	60070932	60078332	mapped
BL001750	chr19	60906900	60934000	High Signal Region	chr19	60895338	60922438	mapped
BL001751	chr19	61162600	61174300	Low Mappability	chr19	61151038	61162738	mapped
BL001752	chr19	61197700	61268100	High Signal Region	chr19	61186138	61256538	mapped
BL001753	chr19	61330300	61431500	High Signal Region				unmapped
BL001754	chr1	8628600	8719100	High Signal Region	chr1	8698824	8789324	mapped
BL001755	chr1	12038300	12041400	High Signal Region	chr1	12108524	12111624	mapped
BL001756	chr1	14958600	14992600	High Signal Region	chr1	15028824	15062824	mapped
BL001757	chr1	17466800	17479900	High Signal Region	chr1	17537024	17550124	mapped
BL001758	chr1	18872500	18901300	High Signal Region	chr1	18942724	18971524	mapped
BL001759	chr1	19175300	19177200	High Signal Region	chr1	19245524	19247424	mapped
BL001760	chr1	22555000	22556900	High Signal Region	chr1	22594081	22595981	mapped
BL001761	chr1	24610600	24617100	High Signal Region	chr1	24649681	24656181	mapped
BL001762	chr1	24683100	24685100	High Signal Region	chr1	24722181	24724181	mapped
BL001763	chr1	26685100	26689200	High Signal Region	chr1	26724181	26728281	mapped
BL001764	chr1	43776800	43779800	High Signal Region	chr1	43815960	43818960	mapped
BL001765	chr1	44198000	44202200	High Signal Region	chr1	44237160	44241360	mapped
BL001766	chr1	46701700	46756600	High Signal Region	chr1	46740860	46795760	mapped
BL001767	chr1	48880600	48882500	High Signal Region	chr1	48919759	48921659	mapped
BL001768	chr1	56119600	56143500	High Signal Region	chr1	56158759	56182659	mapped
BL001769	chr1	56772200	56783300	High Signal Region	chr1	56811359	56822459	mapped
BL001770	chr1	58613000	58614900	High Signal Region	chr1	58652159	58654059	mapped
BL001771	chr1	63629100	63631600	High Signal Region	chr1	63668259	63670759	mapped
BL001772	chr1	69455800	69457800	High Signal Region	chr1	69494959	69496959	mapped
BL001773	chr1	71078400	71085500	High Signal Region	chr1	71117559	71124659	mapped
BL001774	chr1	71250600	71256700	High Signal Region	chr1	71289759	71295859	mapped
BL001775	chr1	73549100	73555300	High Signal Region	chr1	73588259	73594459	mapped
BL001776	chr1	73832600	73902400	High Signal Region	chr1	73871759	73941559	mapped
BL001777	chr1	78572900	78575400	High Signal Region	chr1	78549537	78552037	mapped
BL001778	chr1	84953500	85663200	High Signal Region				unmapped
BL001779	chr1	88209400	88311700	High Signal Region	chr1	88137122	88239422	mapped
BL001780	chr1	94093800	94109400	High Signal Region	chr1	94021525	94037125	mapped
BL001781	chr1	95451000	95452900	High Signal Region	chr1	95378725	95380625	mapped
BL001782	chr1	95783900	95789700	High Signal Region	chr1	95711625	95717425	mapped
BL001783	chr1	95810200	95851700	High Signal Region	chr1	95737925	95779425	mapped
BL001784	chr1	100737900	100760500	High Signal Region	chr1	100665625	100688225	mapped
BL001785	chr1	101040100	101046300	High Signal Region	chr1	100967825	100974025	mapped
BL001786	chr1	102627300	102644300	High Signal Region	chr1	102555025	102572025	mapped
BL001787	chr1	105226800	105230700	High Signal Region	chr1	105154525	105158425	mapped
BL001788	chr1	110170400	110188300	High Signal Region	chr1	110098130	110116030	mapped
BL001789	chr1	113602700	113604800	High Signal Region	chr1	113530430	113532530	mapped
BL001790	chr1	114557300	114579100	High Signal Region	chr1	114485030	114506830	mapped
BL001791	chr1	114643300	114660500	High Signal Region	chr1	114571030	114588230	mapped
BL001792	chr1	115447500	115482800	High Signal Region	chr1	115375230	115410530	mapped
BL001793	chr1	122356200	122358200	High Signal Region	chr1	122283929	122285929	mapped
BL001794	chr1	133593600	133611300	High Signal Region	chr1	133521338	133539038	mapped
BL001795	chr1	142651800	142672300	High Signal Region	chr1	142579538	142600038	mapped
BL001796	chr1	145444500	145449100	High Signal Region	chr1	145320238	145324838	mapped
BL001797	chr1	146120600	146128200	High Signal Region	chr1	145996338	146003938	mapped
BL001798	chr1	151181600	151212000	High Signal Region	chr1	151057351	151087751	mapped
BL001799	chr1	165862800	165864700	Low Mappability	chr1	165690369	165692269	mapped
BL001800	chr1	171033000	171112400	High Signal Region	chr1	170860569	170939969	mapped
BL001801	chr1	172716800	172738200	High Signal Region	chr1	172544367	172565767	mapped
BL001802	chr1	172878700	172885100	High Signal Region	chr1	172706267	172712667	mapped
BL001803	chr1	178538700	178540700	High Signal Region	chr1	178366265	178368265	mapped
BL001804	chr1	181742100	181752400	High Signal Region	chr1	181569665	181579965	mapped
BL001805	chr1	182628900	182630800	High Signal Region	chr1	182456465	182458365	mapped
BL001806	chr1	183298200	183300500	High Signal Region				unmapped
BL001807	chr1	190299400	190304600	High Signal Region	chr1	190031597	190036797	mapped
BL001808	chr1	192453100	192471800	High Signal Region	chr1	192135408	192154108	mapped
BL001809	chr1	193226900	193228800	High Signal Region	chr1	192909208	192911108	mapped
BL001810	chr1	195239800	195257400	High Signal Region	chr1	194922108	194939708	mapped
BL001811	chr1	195278100	195280200	High Signal Region	chr1	194960408	194962508	mapped
BL001812	chr1	195320700	195471900	High Signal Region				unmapped
BL001813	chr2	0	3086300	High Signal Region				unmapped
BL001814	chr2	3474900	3488800	High Signal Region	chr2	3475937	3489837	mapped
BL001815	chr2	3932700	3939100	Low Mappability	chr2	3933737	3940137	mapped
BL001816	chr2	3963500	3986100	High Signal Region	chr2	3964537	3990911	mapped
BL001817	chr2	4515100	4518600	High Signal Region	chr2	4519911	4523411	mapped
BL001818	chr2	4600600	4620300	High Signal Region	chr2	4605411	4625111	mapped
BL001819	chr2	5378100	5394600	High Signal Region	chr2	5382911	5399411	mapped
BL001820	chr2	5545900	5561600	High Signal Region	chr2	5550711	5566411	mapped
BL001821	chr2	6078200	6095300	High Signal Region	chr2	6083011	6100111	mapped
BL001822	chr2	6773100	6777500	Low Mappability	chr2	6777911	6782311	mapped
BL001823	chr2	6832200	6846700	High Signal Region	chr2	6837011	6851511	mapped
BL001824	chr2	7137500	7139600	High Signal Region	chr2	7142311	7144411	mapped
BL001825	chr2	7404000	7458100	High Signal Region	chr2	7408811	7462911	mapped
BL001826	chr2	7571700	7609800	High Signal Region	chr2	7576511	7614611	mapped
BL001827	chr2	7656300	7669700	Low Mappability	chr2	7661111	7674511	mapped
BL001828	chr2	7752800	7758500	High Signal Region	chr2	7757611	7763311	mapped
BL001829	chr2	8034600	8042900	High Signal Region	chr2	8039411	8047711	mapped
BL001830	chr2	8266200	8275600	High Signal Region	chr2	8271011	8280411	mapped
BL001831	chr2	8528400	8535700	High Signal Region	chr2	8533211	8540511	mapped
BL001832	chr2	8938000	8940500	High Signal Region	chr2	8942811	8945311	mapped
BL001833	chr2	9212600	9219300	High Signal Region	chr2	9217411	9224111	mapped
BL001834	chr2	10177100	10183400	Low Mappability	chr2	10181911	10188211	mapped
BL001835	chr2	10483200	10501500	Low Mappability	chr2	10488011	10506311	mapped
BL001836	chr2	10677000	10697600	Low Mappability	chr2	10681811	10702411	mapped
BL001837	chr2	12605500	12668600	High Signal Region	chr2	12610311	12673411	mapped
BL001838	chr2	13824000	13869200	High Signal Region	chr2	13828811	13874011	mapped
BL001839	chr2	13946300	13948900	High Signal Region	chr2	13951111	13953711	mapped
BL001840	chr2	14014100	14035300	High Signal Region	chr2	14018911	14040111	mapped
BL001841	chr2	14359100	14386600	High Signal Region	chr2	14363911	14391411	mapped
BL001842	chr2	14919000	14924500	High Signal Region	chr2	14923811	14929311	mapped
BL001843	chr2	15301300	15334700	High Signal Region	chr2	15306111	15339511	mapped
BL001844	chr2	15430100	15435500	Low Mappability	chr2	15434911	15440311	mapped
BL001845	chr2	15575900	15602800	High Signal Region	chr2	15580711	15607611	mapped
BL001846	chr2	15716700	15721100	High Signal Region	chr2	15721511	15725911	mapped
BL001847	chr2	15768300	15770500	High Signal Region	chr2	15773111	15775311	mapped
BL001848	chr2	16192400	16198500	High Signal Region	chr2	16197211	16203311	mapped
BL001849	chr2	16320200	16326500	Low Mappability	chr2	16325011	16331311	mapped
BL001850	chr2	16762800	16787000	High Signal Region	chr2	16767611	16791811	mapped
BL001851	chr2	17383200	17385100	High Signal Region	chr2	17388011	17389911	mapped
BL001852	chr2	17612500	17654500	Low Mappability	chr2	17617311	17659311	mapped
BL001853	chr2	17747200	17753000	High Signal Region	chr2	17752011	17757811	mapped
BL001854	chr2	19209900	19212900	High Signal Region	chr2	19214711	19217711	mapped
BL001855	chr2	19498400	19510300	High Signal Region	chr2	19503211	19515111	mapped
BL001856	chr2	19707900	19712200	High Signal Region	chr2	19712711	19717011	mapped
BL001857	chr2	20038500	20067400	Low Mappability	chr2	20043311	20072211	mapped
BL001858	chr2	20426800	20433300	Low Mappability	chr2	20431611	20438111	mapped
BL001859	chr2	20898900	20901100	High Signal Region	chr2	20903711	20905911	mapped
BL001860	chr2	21062600	21082200	Low Mappability	chr2	21067411	21087011	mapped
BL001861	chr2	22049700	22087700	High Signal Region	chr2	22054511	22092511	mapped
BL001862	chr2	22137300	22165500	High Signal Region	chr2	22142111	22170311	mapped
BL001863	chr2	22389900	22608700	High Signal Region				unmapped
BL001864	chr2	22737300	22745800	High Signal Region	chr2	22627312	22635812	mapped
BL001865	chr2	23009600	23015000	Low Mappability	chr2	22899612	22905012	mapped
BL001866	chr2	23274600	23304900	High Signal Region	chr2	23164612	23194912	mapped
BL001867	chr2	23693700	23707900	High Signal Region	chr2	23583712	23597912	mapped
BL001868	chr2	24193300	24199000	High Signal Region	chr2	24083312	24089012	mapped
BL001869	chr2	26333100	26351900	Low Mappability	chr2	26223112	26241912	mapped
BL001870	chr2	26759100	26763600	High Signal Region	chr2	26649112	26653612	mapped
BL001871	chr2	26998200	27004400	Low Mappability	chr2	26888212	26894412	mapped
BL001872	chr2	28183200	28205000	High Signal Region	chr2	28073212	28095012	mapped
BL001873	chr2	30204600	30239600	Low Mappability	chr2	30094612	30129612	mapped
BL001874	chr2	32381300	32488200	Low Mappability	chr2	32271312	32378212	mapped
BL001875	chr2	33933000	33935300	High Signal Region	chr2	33823012	33825312	mapped
BL001876	chr2	34049900	34051800	High Signal Region	chr2	33939912	33941812	mapped
BL001877	chr2	34903900	34935900	Low Mappability	chr2	34793912	34825912	mapped
BL001878	chr2	35090800	35109900	High Signal Region	chr2	34980812	34999912	mapped
BL001879	chr2	35505000	35526700	Low Mappability	chr2	35395012	35416712	mapped
BL001880	chr2	36008600	36019300	Low Mappability	chr2	35898612	35909312	mapped
BL001881	chr2	36401900	36413100	High Signal Region	chr2	36291912	36303112	mapped
BL001882	chr2	36508600	36515200	High Signal Region	chr2	36398612	36405212	mapped
BL001883	chr2	36542800	36549100	High Signal Region	chr2	36432812	36439112	mapped
BL001884	chr2	36761000	36766500	High Signal Region	chr2	36651012	36656512	mapped
BL001885	chr2	36951900	36970700	High Signal Region	chr2	36841912	36860712	mapped
BL001886	chr2	37156900	37185900	High Signal Region	chr2	37046912	37075912	mapped
BL001887	chr2	37339700	37359400	Low Mappability	chr2	37229712	37249412	mapped
BL001888	chr2	38564700	38566600	Low Mappability	chr2	38454712	38456612	mapped
BL001889	chr2	39225400	39293200	High Signal Region	chr2	39115412	39183212	mapped
BL001890	chr2	39360600	39367900	Low Mappability	chr2	39250612	39257912	mapped
BL001891	chr2	39517800	39534800	High Signal Region	chr2	39407812	39424812	mapped
BL001892	chr2	39778500	39785700	Low Mappability	chr2	39668512	39675712	mapped
BL001893	chr2	39887500	39915800	High Signal Region	chr2	39777512	39805812	mapped
BL001894	chr2	40131200	40240800	High Signal Region	chr2	40021212	40130812	mapped
BL001895	chr2	40262500	40268600	High Signal Region	chr2	40152512	40158612	mapped
BL001896	chr2	40766400	40794000	High Signal Region	chr2	40656412	40684012	mapped
BL001897	chr2	41059500	41070200	Low Mappability	chr2	40949512	40960212	mapped
BL001898	chr2	41168700	41171400	High Signal Region	chr2	41058712	41061412	mapped
BL001899	chr2	41692800	41694800	High Signal Region	chr2	41582812	41584812	mapped
BL001900	chr2	41744300	41751600	Low Mappability	chr2	41634312	41641612	mapped
BL001901	chr2	41775100	41781500	High Signal Region	chr2	41665112	41671512	mapped
BL001902	chr2	41895300	41897200	High Signal Region	chr2	41785312	41787212	mapped
BL001903	chr2	42044500	42051600	High Signal Region	chr2	41934512	41941612	mapped
BL001904	chr2	42200300	42240700	High Signal Region	chr2	42090312	42130712	mapped
BL001905	chr2	42950100	42956600	High Signal Region	chr2	42840112	42846612	mapped
BL001906	chr2	43347900	43356400	High Signal Region	chr2	43237912	43246412	mapped
BL001907	chr2	44936600	44942400	High Signal Region	chr2	44826612	44832412	mapped
BL001908	chr2	46224800	46226700	High Signal Region	chr2	46114812	46116712	mapped
BL001909	chr2	46343100	46348100	Low Mappability	chr2	46233112	46238112	mapped
BL001910	chr2	46574200	46579600	Low Mappability	chr2	46464212	46469612	mapped
BL001911	chr2	47008600	47023500	High Signal Region	chr2	46898612	46913512	mapped
BL001912	chr2	47196300	47199300	High Signal Region	chr2	47086312	47089312	mapped
BL001913	chr2	47533600	47642600	High Signal Region	chr2	47423612	47532612	mapped
BL001914	chr2	47942200	47943800	High Signal Region	chr2	47832212	47833812	mapped
BL001915	chr2	48483000	48491000	Low Mappability	chr2	48373012	48381012	mapped
BL001916	chr2	50543200	50545500	High Signal Region	chr2	50433212	50435512	mapped
BL001917	chr2	50679600	50686800	Low Mappability	chr2	50569612	50576812	mapped
BL001918	chr2	51552600	51555600	High Signal Region	chr2	51442612	51445612	mapped
BL001919	chr2	51750900	51756000	High Signal Region	chr2	51640912	51646012	mapped
BL001920	chr2	51881600	51890600	Low Mappability	chr2	51771612	51780612	mapped
BL001921	chr2	51945900	51948400	High Signal Region	chr2	51835912	51838412	mapped
BL001922	chr2	52695900	52718600	High Signal Region	chr2	52585912	52608612	mapped
BL001923	chr2	52786800	52796300	High Signal Region	chr2	52676812	52686312	mapped
BL001924	chr2	53317700	53321600	Low Mappability	chr2	53207712	53211612	mapped
BL001925	chr2	53347800	53367000	High Signal Region	chr2	53237812	53257012	mapped
BL001926	chr2	53633400	53642900	High Signal Region	chr2	53523412	53532912	mapped
BL001927	chr2	53745700	53799800	High Signal Region	chr2	53635712	53689812	mapped
BL001928	chr2	54252600	54258500	High Signal Region	chr2	54142612	54148512	mapped
BL001929	chr2	54698000	54747900	High Signal Region	chr2	54588012	54637912	mapped
BL001930	chr2	54862600	54895300	High Signal Region	chr2	54752612	54785312	mapped
BL001931	chr2	55197500	55216400	High Signal Region	chr2	55087512	55106412	mapped
BL001932	chr2	55308300	55353700	High Signal Region	chr2	55198312	55243712	mapped
BL001933	chr2	55823800	55829000	High Signal Region	chr2	55713812	55719012	mapped
BL001934	chr2	55860200	55874300	Low Mappability	chr2	55750212	55764312	mapped
BL001935	chr2	55942000	55947800	High Signal Region	chr2	55832012	55837812	mapped
BL001936	chr2	56192800	56194600	High Signal Region	chr2	56082812	56084612	mapped
BL001937	chr2	56298700	56304900	High Signal Region	chr2	56188712	56194912	mapped
BL001938	chr2	56465200	56471900	High Signal Region	chr2	56355212	56361912	mapped
BL001939	chr2	56834300	56879100	High Signal Region	chr2	56724312	56769112	mapped
BL001940	chr2	56988500	56990600	Low Mappability	chr2	56878512	56880612	mapped
BL001941	chr2	57166400	57172900	Low Mappability	chr2	57056412	57062912	mapped
BL001942	chr2	57214400	57223500	Low Mappability	chr2	57104412	57113512	mapped
BL001943	chr2	57417400	57446500	High Signal Region	chr2	57307412	57336512	mapped
BL001944	chr2	57628500	57633800	High Signal Region	chr2	57518512	57523812	mapped
BL001945	chr2	57726600	57728500	High Signal Region	chr2	57616612	57618512	mapped
BL001946	chr2	58212900	58263100	High Signal Region	chr2	58102912	58153112	mapped
BL001947	chr2	58648300	58691900	High Signal Region	chr2	58538312	58581912	mapped
BL001948	chr2	58881200	58902500	High Signal Region	chr2	58771212	58792512	mapped
BL001949	chr2	59971300	59972800	Low Mappability	chr2	59801644	59803144	mapped
BL001950	chr2	61038200	61042700	High Signal Region	chr2	60868544	60873044	mapped
BL001951	chr2	61959600	61965300	High Signal Region	chr2	61789944	61795644	mapped
BL001952	chr2	62022900	62040100	High Signal Region	chr2	61853244	61870444	mapped
BL001953	chr2	62861100	62867200	High Signal Region	chr2	62691444	62697544	mapped
BL001954	chr2	63297300	63302700	Low Mappability	chr2	63127644	63133044	mapped
BL001955	chr2	63368100	63403900	High Signal Region	chr2	63198444	63234244	mapped
BL001956	chr2	63462300	63483800	High Signal Region	chr2	63292644	63314144	mapped
BL001957	chr2	63641200	63654600	High Signal Region	chr2	63471544	63484944	mapped
BL001958	chr2	63718200	63725400	High Signal Region	chr2	63548544	63555744	mapped
BL001959	chr2	63838100	63845300	Low Mappability	chr2	63668444	63675644	mapped
BL001960	chr2	64309200	64319600	High Signal Region	chr2	64139544	64149944	mapped
BL001961	chr2	64608400	64633400	Low Mappability	chr2	64438744	64463744	mapped
BL001962	chr2	64698700	64703300	High Signal Region	chr2	64529044	64533644	mapped
BL001963	chr2	65592500	65602200	High Signal Region	chr2	65422844	65432544	mapped
BL001964	chr2	65737700	65781500	Low Mappability	chr2	65568044	65611844	mapped
BL001965	chr2	66721600	66750400	High Signal Region	chr2	66551944	66580744	mapped
BL001966	chr2	66845100	66852300	High Signal Region	chr2	66675444	66682644	mapped
BL001967	chr2	67408400	67414500	High Signal Region	chr2	67238744	67244844	mapped
BL001968	chr2	67939700	67946000	High Signal Region	chr2	67770044	67776344	mapped
BL001969	chr2	68770400	68776700	High Signal Region	chr2	68600744	68607044	mapped
BL001970	chr2	68917800	68924100	Low Mappability	chr2	68748144	68754444	mapped
BL001971	chr2	69353900	69356600	High Signal Region	chr2	69184244	69186944	mapped
BL001972	chr2	70263100	70270000	Low Mappability	chr2	70093444	70100344	mapped
BL001973	chr2	70880100	70892900	High Signal Region	chr2	70710444	70723244	mapped
BL001974	chr2	71054700	71071300	Low Mappability	chr2	70885044	70901644	mapped
BL001975	chr2	71942000	71949500	Low Mappability	chr2	71772344	71779844	mapped
BL001976	chr2	72270200	72275700	Low Mappability	chr2	72100544	72106044	mapped
BL001977	chr2	73867000	73868900	High Signal Region	chr2	73697344	73699244	mapped
BL001978	chr2	74364300	74402600	Low Mappability	chr2	74194644	74232944	mapped
BL001979	chr2	74437600	74444900	Low Mappability	chr2	74267944	74275244	mapped
BL001980	chr2	75499500	75504600	High Signal Region	chr2	75329844	75334944	mapped
BL001981	chr2	77224000	77230500	Low Mappability	chr2	77054344	77060844	mapped
BL001982	chr2	78318000	78339500	High Signal Region	chr2	78148344	78169844	mapped
BL001983	chr2	79437700	79441900	High Signal Region	chr2	79268044	79272244	mapped
BL001984	chr2	79936500	79943700	High Signal Region	chr2	79766844	79774044	mapped
BL001985	chr2	80119000	80121500	High Signal Region	chr2	79949344	79951844	mapped
BL001986	chr2	80220600	80257700	Low Mappability	chr2	80050944	80088044	mapped
BL001987	chr2	80795600	80838700	High Signal Region	chr2	80625944	80669044	mapped
BL001988	chr2	80879000	80880200	High Signal Region	chr2	80709344	80710544	mapped
BL001989	chr2	80956500	81006000	High Signal Region	chr2	80786844	80836344	mapped
BL001990	chr2	81069000	81075100	High Signal Region	chr2	80899344	80905444	mapped
BL001991	chr2	81639400	81644800	High Signal Region	chr2	81469744	81475144	mapped
BL001992	chr2	81750800	81756800	High Signal Region	chr2	81581144	81587144	mapped
BL001993	chr2	81790000	81795900	High Signal Region	chr2	81620344	81626244	mapped
BL001994	chr2	82329800	82340100	High Signal Region	chr2	82160144	82170444	mapped
BL001995	chr2	82673800	82679900	High Signal Region	chr2	82504144	82510244	mapped
BL001996	chr2	82714300	82728500	High Signal Region	chr2	82544644	82558844	mapped
BL001997	chr2	82783900	82789500	High Signal Region	chr2	82614244	82619844	mapped
BL001998	chr2	82868800	82887900	High Signal Region	chr2	82699144	82718244	mapped
BL001999	chr2	82916300	82936800	High Signal Region	chr2	82746644	82767144	mapped
BL002000	chr2	83120100	83146100	High Signal Region	chr2	82950444	82976444	mapped
BL002001	chr2	83185100	83193200	High Signal Region	chr2	83015444	83023544	mapped
BL002002	chr2	83325900	83328200	High Signal Region	chr2	83156244	83158544	mapped
BL002003	chr2	83413500	83587500	High Signal Region	chr2	83243844	83417844	mapped
BL002004	chr2	83865600	83893100	High Signal Region	chr2	83695944	83723444	mapped
