gene_symbol	gene_id	definition	selection_source	chrom	tss	strand	transcript_id	transcript_name	transcript_support_level	tags	n_annotated_transcripts
Jade1	ENSMUSG00000025764.15	legacy_most5_basic	legacy_most5_basic	chr3	41510165	+	ENSMUST00000026865.15	Jade1-201	1	basic;CCDS	14
Jade2	ENSMUSG00000020387.16	ensembl_canonical	Ensembl_canonical	chr11	51748479	-	ENSMUST00000020655.14	Jade2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jade2	ENSMUSG00000020387.16	appris_principal	APPRIS_principal	chr11	51748479	-	ENSMUST00000020655.14	Jade2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jade2	ENSMUSG00000020387.16	legacy_most5_basic	legacy_most5_basic	chr11	51748479	-	ENSMUST00000020655.14	Jade2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jade3	ENSMUSG00000037315.16	ensembl_canonical	Ensembl_canonical	chrX	20291926	+	ENSMUST00000115384.9	Jade3-202	1	downstream_ATG;basic;Ensembl_canonical;appris_principal_1	4
Jade3	ENSMUSG00000037315.16	appris_principal	APPRIS_principal	chrX	20291926	+	ENSMUST00000115384.9	Jade3-202	1	downstream_ATG;basic;Ensembl_canonical;appris_principal_1	4
Jade3	ENSMUSG00000037315.16	legacy_most5_basic	legacy_most5_basic	chrX	20291926	+	ENSMUST00000115384.9	Jade3-202	1	downstream_ATG;basic;Ensembl_canonical;appris_principal_1	4
Jag1	ENSMUSG00000027276.8	ensembl_canonical	Ensembl_canonical	chr2	136958563	-	ENSMUST00000028735.8	Jag1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jag1	ENSMUSG00000027276.8	appris_principal	APPRIS_principal	chr2	136958563	-	ENSMUST00000028735.8	Jag1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jag1	ENSMUSG00000027276.8	legacy_most5_basic	legacy_most5_basic	chr2	136958563	-	ENSMUST00000028735.8	Jag1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jag2	ENSMUSG00000002799.7	ensembl_canonical	Ensembl_canonical	chr12	112893395	-	ENSMUST00000075827.5	Jag2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Jag2	ENSMUSG00000002799.7	appris_principal	APPRIS_principal	chr12	112893395	-	ENSMUST00000075827.5	Jag2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Jag2	ENSMUSG00000002799.7	legacy_most5_basic	legacy_most5_basic	chr12	112893395	-	ENSMUST00000075827.5	Jag2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	10
Jagn1	ENSMUSG00000051256.11	ensembl_canonical	Ensembl_canonical	chr6	113419529	+	ENSMUST00000101070.5	Jagn1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jagn1	ENSMUSG00000051256.11	appris_principal	APPRIS_principal	chr6	113419529	+	ENSMUST00000101070.5	Jagn1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jagn1	ENSMUSG00000051256.11	legacy_most5_basic	legacy_most5_basic	chr6	113419529	+	ENSMUST00000101070.5	Jagn1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jak1	ENSMUSG00000028530.15	ensembl_canonical	Ensembl_canonical	chr4	101122478	-	ENSMUST00000102781.10	Jak1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Jak1	ENSMUSG00000028530.15	appris_principal	APPRIS_principal	chr4	101122478	-	ENSMUST00000102781.10	Jak1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Jak1	ENSMUSG00000028530.15	legacy_most5_basic	legacy_most5_basic	chr4	101122478	-	ENSMUST00000102781.10	Jak1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	8
Jak2	ENSMUSG00000024789.14	ensembl_canonical	Ensembl_canonical	chr19	29229227	+	ENSMUST00000065796.10	Jak2-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jak2	ENSMUSG00000024789.14	appris_principal	APPRIS_principal	chr19	29229227	+	ENSMUST00000065796.10	Jak2-202	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jak2	ENSMUSG00000024789.14	legacy_most5_basic	legacy_most5_basic	chr19	29229227	+	ENSMUST00000025705.7	Jak2-201	5	basic;appris_principal_1;CCDS	4
Jak3	ENSMUSG00000031805.18	ensembl_canonical	Ensembl_canonical	chr8	72128939	+	ENSMUST00000051995.14	Jak3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jak3	ENSMUSG00000031805.18	appris_principal	APPRIS_principal	chr8	72128939	+	ENSMUST00000051995.14	Jak3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jak3	ENSMUSG00000031805.18	legacy_most5_basic	legacy_most5_basic	chr8	72128939	+	ENSMUST00000051995.14	Jak3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jakmip1	ENSMUSG00000063646.19	ensembl_canonical	Ensembl_canonical	chr5	37242713	+	ENSMUST00000121010.9	Jakmip1-202	5	NAGNAG_splice_site;not_organism_supported;basic;Ensembl_canonical;appris_principal_1	15
Jakmip1	ENSMUSG00000063646.19	appris_principal	APPRIS_principal	chr5	37242713	+	ENSMUST00000121010.9	Jakmip1-202	5	NAGNAG_splice_site;not_organism_supported;basic;Ensembl_canonical;appris_principal_1	15
Jakmip1	ENSMUSG00000063646.19	legacy_most5_basic	legacy_most5_basic	chr5	37208200	+	ENSMUST00000043794.11	Jakmip1-201	1	NAGNAG_splice_site;basic;CCDS	15
Jakmip2	ENSMUSG00000024502.11	ensembl_canonical	Ensembl_canonical	chr18	43820837	-	ENSMUST00000082254.8	Jakmip2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Jakmip2	ENSMUSG00000024502.11	appris_principal	APPRIS_principal	chr18	43820837	-	ENSMUST00000082254.8	Jakmip2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Jakmip2	ENSMUSG00000024502.11	legacy_most5_basic	legacy_most5_basic	chr18	43820837	-	ENSMUST00000082254.8	Jakmip2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	6
Jakmip3	ENSMUSG00000056856.15	ensembl_canonical	Ensembl_canonical	chr7	138542458	+	ENSMUST00000166163.4	Jakmip3-202	5	NMD_exception;basic;Ensembl_canonical;appris_principal_2	5
Jakmip3	ENSMUSG00000056856.15	appris_principal	APPRIS_principal	chr7	138542458	+	ENSMUST00000166163.4	Jakmip3-202	5	NMD_exception;basic;Ensembl_canonical;appris_principal_2	5
Jakmip3	ENSMUSG00000056856.15	legacy_most5_basic	legacy_most5_basic	chr7	138542458	+	ENSMUST00000106111.9	Jakmip3-201	5	NMD_exception;inferred_transcript_model;basic;appris_alternative_2	5
Jam2	ENSMUSG00000053062.17	ensembl_canonical	Ensembl_canonical	chr16	84590445	+	ENSMUST00000231910.2	Jam2-204	NA	RNA_Seq_supported_only;basic;Ensembl_canonical;appris_alternative_2	4
Jam2	ENSMUSG00000053062.17	appris_principal	APPRIS_principal	chr16	84571010	+	ENSMUST00000114195.8	Jam2-202	1	basic;appris_principal_2;CCDS	4
Jam2	ENSMUSG00000053062.17	legacy_most5_basic	legacy_most5_basic	chr16	84571010	+	ENSMUST00000114195.8	Jam2-202	1	basic;appris_principal_2;CCDS	4
Jam3	ENSMUSG00000031990.16	ensembl_canonical	Ensembl_canonical	chr9	27066688	-	ENSMUST00000034472.16	Jam3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jam3	ENSMUSG00000031990.16	appris_principal	APPRIS_principal	chr9	27066688	-	ENSMUST00000034472.16	Jam3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jam3	ENSMUSG00000031990.16	legacy_most5_basic	legacy_most5_basic	chr9	27066688	-	ENSMUST00000034472.16	Jam3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jaml	ENSMUSG00000048534.8	ensembl_canonical	Ensembl_canonical	chr9	44990480	+	ENSMUST00000050020.8	Jaml-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jaml	ENSMUSG00000048534.8	appris_principal	APPRIS_principal	chr9	44990480	+	ENSMUST00000050020.8	Jaml-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jaml	ENSMUSG00000048534.8	legacy_most5_basic	legacy_most5_basic	chr9	44990480	+	ENSMUST00000050020.8	Jaml-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jarid2	ENSMUSG00000038518.16	ensembl_canonical	Ensembl_canonical	chr13	44884746	+	ENSMUST00000173246.8	Jarid2-208	1	basic;Ensembl_canonical;appris_principal_1;CCDS	16
Jarid2	ENSMUSG00000038518.16	appris_principal	APPRIS_principal	chr13	44884746	+	ENSMUST00000173246.8	Jarid2-208	1	basic;Ensembl_canonical;appris_principal_1;CCDS	16
Jarid2	ENSMUSG00000038518.16	legacy_most5_basic	legacy_most5_basic	chr13	44884249	+	ENSMUST00000173704.8	Jarid2-210	1	alternative_5_UTR;basic;appris_principal_1;CCDS	16
Jazf1	ENSMUSG00000063568.12	ensembl_canonical	Ensembl_canonical	chr6	53045615	-	ENSMUST00000074541.6	Jazf1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jazf1	ENSMUSG00000063568.12	appris_principal	APPRIS_principal	chr6	53045615	-	ENSMUST00000074541.6	Jazf1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jazf1	ENSMUSG00000063568.12	legacy_most5_basic	legacy_most5_basic	chr6	53045615	-	ENSMUST00000074541.6	Jazf1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jcad	ENSMUSG00000033960.7	ensembl_canonical	Ensembl_canonical	chr18	4634877	+	ENSMUST00000037029.7	Jcad-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jcad	ENSMUSG00000033960.7	appris_principal	APPRIS_principal	chr18	4634877	+	ENSMUST00000037029.7	Jcad-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jcad	ENSMUSG00000033960.7	legacy_most5_basic	legacy_most5_basic	chr18	4634877	+	ENSMUST00000037029.7	Jcad-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jchain	ENSMUSG00000067149.7	ensembl_canonical	Ensembl_canonical	chr5	88675749	-	ENSMUST00000087033.6	Jchain-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jchain	ENSMUSG00000067149.7	appris_principal	APPRIS_principal	chr5	88675749	-	ENSMUST00000087033.6	Jchain-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jchain	ENSMUSG00000067149.7	legacy_most5_basic	legacy_most5_basic	chr5	88675749	-	ENSMUST00000087033.6	Jchain-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jdp2	ENSMUSG00000034271.17	ensembl_canonical	Ensembl_canonical	chr12	85645800	+	ENSMUST00000177587.9	Jdp2-203	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jdp2	ENSMUSG00000034271.17	appris_principal	APPRIS_principal	chr12	85645800	+	ENSMUST00000177587.9	Jdp2-203	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jdp2	ENSMUSG00000034271.17	legacy_most5_basic	legacy_most5_basic	chr12	85645800	+	ENSMUST00000177587.9	Jdp2-203	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jhy	ENSMUSG00000032023.8	ensembl_canonical	Ensembl_canonical	chr9	40875413	-	ENSMUST00000034521.8	Jhy-201	5	mRNA_start_NF;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jhy	ENSMUSG00000032023.8	appris_principal	APPRIS_principal	chr9	40875413	-	ENSMUST00000034521.8	Jhy-201	5	mRNA_start_NF;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jhy	ENSMUSG00000032023.8	legacy_most5_basic	legacy_most5_basic	chr9	40875413	-	ENSMUST00000034521.8	Jhy-201	5	mRNA_start_NF;basic;Ensembl_canonical;appris_principal_1;CCDS	3
Jkamp	ENSMUSG00000005078.17	ensembl_canonical	Ensembl_canonical	chr12	72132630	+	ENSMUST00000057257.10	Jkamp-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jkamp	ENSMUSG00000005078.17	appris_principal	APPRIS_principal	chr12	72132630	+	ENSMUST00000057257.10	Jkamp-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jkamp	ENSMUSG00000005078.17	legacy_most5_basic	legacy_most5_basic	chr12	72132630	+	ENSMUST00000117449.8	Jkamp-202	1	basic;CCDS	7
Jkampl	ENSMUSG00000056197.8	ensembl_canonical	Ensembl_canonical	chr6	73446649	-	ENSMUST00000204006.3	Jkampl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jkampl	ENSMUSG00000056197.8	appris_principal	APPRIS_principal	chr6	73446649	-	ENSMUST00000204006.3	Jkampl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jkampl	ENSMUSG00000056197.8	legacy_most5_basic	legacy_most5_basic	chr6	73446649	-	ENSMUST00000204006.3	Jkampl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jmjd1c	ENSMUSG00000037876.18	ensembl_canonical	Ensembl_canonical	chr10	66963036	+	ENSMUST00000174408.8	Jmjd1c-211	5	not_organism_supported;basic;Ensembl_canonical;appris_alternative_2	12
Jmjd1c	ENSMUSG00000037876.18	appris_principal	APPRIS_principal	chr10	67021528	+	ENSMUST00000173689.8	Jmjd1c-206	2	basic;appris_principal_2;CCDS	12
Jmjd1c	ENSMUSG00000037876.18	legacy_most5_basic	legacy_most5_basic	chr10	66963036	+	ENSMUST00000051446.16	Jmjd1c-201	5	basic;appris_alternative_2;CCDS	12
Jmjd4	ENSMUSG00000036819.15	ensembl_canonical	Ensembl_canonical	chr11	59340870	+	ENSMUST00000108777.10	Jmjd4-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jmjd4	ENSMUSG00000036819.15	appris_principal	APPRIS_principal	chr11	59340870	+	ENSMUST00000108777.10	Jmjd4-202	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jmjd4	ENSMUSG00000036819.15	legacy_most5_basic	legacy_most5_basic	chr11	59340870	+	ENSMUST00000045279.13	Jmjd4-201	1	basic;CCDS	4
Jmjd6	ENSMUSG00000056962.12	ensembl_canonical	Ensembl_canonical	chr11	116734274	-	ENSMUST00000047616.10	Jmjd6-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jmjd6	ENSMUSG00000056962.12	appris_principal	APPRIS_principal	chr11	116734274	-	ENSMUST00000047616.10	Jmjd6-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jmjd6	ENSMUSG00000056962.12	legacy_most5_basic	legacy_most5_basic	chr11	116734274	-	ENSMUST00000047616.10	Jmjd6-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	7
Jmjd7	ENSMUSG00000098789.8	ensembl_canonical	Ensembl_canonical	chr2	119857963	+	ENSMUST00000044675.5	Jmjd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jmjd7	ENSMUSG00000098789.8	appris_principal	APPRIS_principal	chr2	119857963	+	ENSMUST00000044675.5	Jmjd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jmjd7	ENSMUSG00000098789.8	legacy_most5_basic	legacy_most5_basic	chr2	119857963	+	ENSMUST00000044675.5	Jmjd7-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jmjd8	ENSMUSG00000025736.16	ensembl_canonical	Ensembl_canonical	chr17	26048016	+	ENSMUST00000026832.14	Jmjd8-201	1	basic;Ensembl_canonical;appris_alternative_2;CCDS	8
Jmjd8	ENSMUSG00000025736.16	appris_principal	APPRIS_principal	chr17	26047840	+	ENSMUST00000133595.9	Jmjd8-205	1	basic;appris_principal_4	8
Jmjd8	ENSMUSG00000025736.16	legacy_most5_basic	legacy_most5_basic	chr17	26047840	+	ENSMUST00000133595.9	Jmjd8-205	1	basic;appris_principal_4	8
Jmy	ENSMUSG00000021690.11	ensembl_canonical	Ensembl_canonical	chr13	93636315	-	ENSMUST00000065537.9	Jmy-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jmy	ENSMUSG00000021690.11	appris_principal	APPRIS_principal	chr13	93636315	-	ENSMUST00000065537.9	Jmy-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jmy	ENSMUSG00000021690.11	legacy_most5_basic	legacy_most5_basic	chr13	93636315	-	ENSMUST00000065537.9	Jmy-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Josd1	ENSMUSG00000022426.7	ensembl_canonical	Ensembl_canonical	chr15	79572119	-	ENSMUST00000023061.7	Josd1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Josd1	ENSMUSG00000022426.7	appris_principal	APPRIS_principal	chr15	79572119	-	ENSMUST00000023061.7	Josd1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Josd1	ENSMUSG00000022426.7	legacy_most5_basic	legacy_most5_basic	chr15	79572119	-	ENSMUST00000023061.7	Josd1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Josd2	ENSMUSG00000038695.14	ensembl_canonical	Ensembl_canonical	chr7	44117403	+	ENSMUST00000035844.11	Josd2-201	1	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	19
Josd2	ENSMUSG00000038695.14	appris_principal	APPRIS_principal	chr7	44117403	+	ENSMUST00000035844.11	Josd2-201	1	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	19
Josd2	ENSMUSG00000038695.14	legacy_most5_basic	legacy_most5_basic	chr7	44117403	+	ENSMUST00000035844.11	Josd2-201	1	NAGNAG_splice_site;basic;Ensembl_canonical;appris_principal_1;CCDS	19
Jph1	ENSMUSG00000042686.6	ensembl_canonical	Ensembl_canonical	chr1	17168112	-	ENSMUST00000038382.5	Jph1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jph1	ENSMUSG00000042686.6	appris_principal	APPRIS_principal	chr1	17168112	-	ENSMUST00000038382.5	Jph1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jph1	ENSMUSG00000042686.6	legacy_most5_basic	legacy_most5_basic	chr1	17168112	-	ENSMUST00000038382.5	Jph1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jph2	ENSMUSG00000017817.12	ensembl_canonical	Ensembl_canonical	chr2	163239868	-	ENSMUST00000017961.11	Jph2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jph2	ENSMUSG00000017817.12	appris_principal	APPRIS_principal	chr2	163239868	-	ENSMUST00000017961.11	Jph2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jph2	ENSMUSG00000017817.12	legacy_most5_basic	legacy_most5_basic	chr2	163239912	-	ENSMUST00000109425.3	Jph2-202	1	basic;appris_principal_1;CCDS	2
Jph3	ENSMUSG00000025318.14	ensembl_canonical	Ensembl_canonical	chr8	122457301	+	ENSMUST00000026357.12	Jph3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jph3	ENSMUSG00000025318.14	appris_principal	APPRIS_principal	chr8	122457301	+	ENSMUST00000026357.12	Jph3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jph3	ENSMUSG00000025318.14	legacy_most5_basic	legacy_most5_basic	chr8	122457301	+	ENSMUST00000026357.12	Jph3-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jph4	ENSMUSG00000022208.13	ensembl_canonical	Ensembl_canonical	chr14	55354391	-	ENSMUST00000022819.13	Jph4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jph4	ENSMUSG00000022208.13	appris_principal	APPRIS_principal	chr14	55354391	-	ENSMUST00000022819.13	Jph4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jph4	ENSMUSG00000022208.13	legacy_most5_basic	legacy_most5_basic	chr14	55354391	-	ENSMUST00000022819.13	Jph4-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jpt1	ENSMUSG00000020737.13	ensembl_canonical	Ensembl_canonical	chr11	115405212	-	ENSMUST00000021083.7	Jpt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jpt1	ENSMUSG00000020737.13	appris_principal	APPRIS_principal	chr11	115405212	-	ENSMUST00000021083.7	Jpt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jpt1	ENSMUSG00000020737.13	legacy_most5_basic	legacy_most5_basic	chr11	115405212	-	ENSMUST00000021083.7	Jpt1-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jpt2	ENSMUSG00000024165.10	ensembl_canonical	Ensembl_canonical	chr17	25179662	-	ENSMUST00000024981.9	Jpt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jpt2	ENSMUSG00000024165.10	appris_principal	APPRIS_principal	chr17	25179662	-	ENSMUST00000024981.9	Jpt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jpt2	ENSMUSG00000024165.10	legacy_most5_basic	legacy_most5_basic	chr17	25179662	-	ENSMUST00000024981.9	Jpt2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	5
Jrk	ENSMUSG00000046380.4	ensembl_canonical	Ensembl_canonical	chr15	74581383	-	ENSMUST00000050234.4	Jrk-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jrk	ENSMUSG00000046380.4	appris_principal	APPRIS_principal	chr15	74581383	-	ENSMUST00000050234.4	Jrk-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jrk	ENSMUSG00000046380.4	legacy_most5_basic	legacy_most5_basic	chr15	74581383	-	ENSMUST00000050234.4	Jrk-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jrkl	ENSMUSG00000079083.4	ensembl_canonical	Ensembl_canonical	chr9	13245833	-	ENSMUST00000110582.4	Jrkl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jrkl	ENSMUSG00000079083.4	appris_principal	APPRIS_principal	chr9	13245833	-	ENSMUST00000110582.4	Jrkl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jrkl	ENSMUSG00000079083.4	legacy_most5_basic	legacy_most5_basic	chr9	13245833	-	ENSMUST00000110582.4	Jrkl-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jsrp1	ENSMUSG00000020216.14	ensembl_canonical	Ensembl_canonical	chr10	80649325	-	ENSMUST00000181039.8	Jsrp1-203	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Jsrp1	ENSMUSG00000020216.14	appris_principal	APPRIS_principal	chr10	80649325	-	ENSMUST00000181039.8	Jsrp1-203	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Jsrp1	ENSMUSG00000020216.14	legacy_most5_basic	legacy_most5_basic	chr10	80649325	-	ENSMUST00000181039.8	Jsrp1-203	1	basic;Ensembl_canonical;appris_principal_2;CCDS	4
Jtb	ENSMUSG00000027937.16	ensembl_canonical	Ensembl_canonical	chr3	90138903	+	ENSMUST00000029546.15	Jtb-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jtb	ENSMUSG00000027937.16	appris_principal	APPRIS_principal	chr3	90138903	+	ENSMUST00000029546.15	Jtb-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jtb	ENSMUSG00000027937.16	legacy_most5_basic	legacy_most5_basic	chr3	90138903	+	ENSMUST00000029546.15	Jtb-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Jun	ENSMUSG00000052684.6	ensembl_canonical	Ensembl_canonical	chr4	94940458	-	ENSMUST00000249436.1	Jun-202	NA	non_ATG_start;non_submitted_evidence;basic;Ensembl_canonical	2
Jun	ENSMUSG00000052684.6	appris_principal	APPRIS_principal	chr4	94940458	-	ENSMUST00000107094.2	Jun-201	NA	basic;appris_principal_1;CCDS	2
Jun	ENSMUSG00000052684.6	legacy_most5_basic	legacy_most5_basic	chr4	94940458	-	ENSMUST00000107094.2	Jun-201	NA	basic;appris_principal_1;CCDS	2
Junb	ENSMUSG00000052837.8	ensembl_canonical	Ensembl_canonical	chr8	85705346	-	ENSMUST00000064922.7	Junb-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Junb	ENSMUSG00000052837.8	appris_principal	APPRIS_principal	chr8	85705346	-	ENSMUST00000064922.7	Junb-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Junb	ENSMUSG00000052837.8	legacy_most5_basic	legacy_most5_basic	chr8	85705346	-	ENSMUST00000064922.7	Junb-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	2
Jund	ENSMUSG00000071076.9	ensembl_canonical	Ensembl_canonical	chr8	71151598	+	ENSMUST00000095267.8	Jund-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jund	ENSMUSG00000071076.9	appris_principal	APPRIS_principal	chr8	71151598	+	ENSMUST00000095267.8	Jund-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jund	ENSMUSG00000071076.9	legacy_most5_basic	legacy_most5_basic	chr8	71151598	+	ENSMUST00000095267.8	Jund-201	NA	basic;Ensembl_canonical;appris_principal_1;CCDS	1
Jup	ENSMUSG00000001552.15	ensembl_canonical	Ensembl_canonical	chr11	100288574	-	ENSMUST00000001592.15	Jup-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	9
Jup	ENSMUSG00000001552.15	appris_principal	APPRIS_principal	chr11	100288574	-	ENSMUST00000001592.15	Jup-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	9
Jup	ENSMUSG00000001552.15	legacy_most5_basic	legacy_most5_basic	chr11	100288574	-	ENSMUST00000001592.15	Jup-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	9
Kalrn	ENSMUSG00000061751.17	ensembl_canonical	Ensembl_canonical	chr16	34277286	-	ENSMUST00000076810.12	Kalrn-201	5	basic;Ensembl_canonical;appris_principal_1	21
Kalrn	ENSMUSG00000061751.17	appris_principal	APPRIS_principal	chr16	34277286	-	ENSMUST00000076810.12	Kalrn-201	5	basic;Ensembl_canonical;appris_principal_1	21
Kalrn	ENSMUSG00000061751.17	legacy_most5_basic	legacy_most5_basic	chr16	34334455	-	ENSMUST00000089655.12	Kalrn-202	5	basic	21
Kank1	ENSMUSG00000032702.17	ensembl_canonical	Ensembl_canonical	chr19	25214338	+	ENSMUST00000049400.15	Kank1-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Kank1	ENSMUSG00000032702.17	appris_principal	APPRIS_principal	chr19	25214338	+	ENSMUST00000049400.15	Kank1-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Kank1	ENSMUSG00000032702.17	legacy_most5_basic	legacy_most5_basic	chr19	25214338	+	ENSMUST00000049400.15	Kank1-201	5	basic;Ensembl_canonical;appris_principal_1;CCDS	4
Kank2	ENSMUSG00000032194.10	ensembl_canonical	Ensembl_canonical	chr9	21710039	-	ENSMUST00000034717.7	Kank2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Kank2	ENSMUSG00000032194.10	appris_principal	APPRIS_principal	chr9	21710039	-	ENSMUST00000034717.7	Kank2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
Kank2	ENSMUSG00000032194.10	legacy_most5_basic	legacy_most5_basic	chr9	21710039	-	ENSMUST00000034717.7	Kank2-201	1	basic;Ensembl_canonical;appris_principal_1;CCDS	3
