mouse_symbol	human_symbol	gene_id	transcript_id	tss	strand	cas	represented_systems	context	promoter_midpoint_accessible	promoter_any_peak_overlap	protospacers_total_passing	protospacers_fully_in_peak	protospacers_any_peak_overlap	targetable
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	29	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	29	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	29	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	29	26	26	True
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	4	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	4	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	4	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	4	3	3	True
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	9	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	9	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	9	0	0	False
Dnmt3a	DNMT3A	ENSG00000119772.12	ENST00000402667.1	25475179	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	9	5	5	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	1	0	0	False
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	1	1	1	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	1	1	1	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	1	1	1	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	3	0	0	False
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	3	1	1	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	3	1	1	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	3	2	2	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	32	0	0	False
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	32	17	20	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	32	12	18	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	32	25	28	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	25	0	0	False
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	25	22	24	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	25	19	22	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	25	22	25	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	24	0	0	False
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	24	18	23	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	24	13	18	True
Gdnf	GDNF	ENSG00000168621.10	ENST00000326524.2	37839781	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	24	18	24	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	True	True	3	2	3	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	3	2	3	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	3	2	3	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	3	2	2	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	True	True	9	9	9	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	9	9	9	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	9	9	9	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	9	8	9	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	True	True	44	42	42	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	44	42	42	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	44	42	42	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	44	41	42	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	True	True	49	44	48	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	49	44	48	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	49	44	48	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	49	42	46	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	True	True	38	34	38	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	38	34	38	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	38	35	38	True
Grn	GRN	ENSG00000030582.12	ENST00000053867.3	42422647	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	38	34	38	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	True	True	3	2	2	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	3	3	3	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	3	2	3	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	3	2	3	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	True	True	5	2	2	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	5	5	5	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	5	2	2	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	5	2	2	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	True	True	48	36	41	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	48	48	48	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	48	42	44	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	48	42	44	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	True	True	31	21	25	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	31	31	31	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	31	25	30	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	31	24	30	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	True	True	33	23	25	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	33	33	33	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	33	25	31	True
Hdac1	HDAC1	ENSG00000116478.7	ENST00000373548.3	32757686	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	33	25	31	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	True	True	0	0	0	False
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	0	0	0	False
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	0	0	0	False
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	0	0	0	False
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	True	True	1	1	1	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	1	1	1	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	1	1	1	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	1	1	1	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	True	True	24	24	24	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	24	24	24	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	24	24	24	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	24	24	24	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	True	True	11	11	11	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	11	11	11	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	11	11	11	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	11	11	11	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	True	True	6	6	6	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	6	6	6	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	6	6	6	True
Hdac2	HDAC2	ENSG00000196591.7	ENST00000519065.1	114292448	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	6	6	6	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	True	4	2	2	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	True	4	2	2	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	True	4	2	2	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	True	4	2	2	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	True	6	3	3	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	True	6	3	3	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	True	6	3	3	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	True	6	3	3	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	True	58	19	22	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	True	58	21	22	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	True	58	21	25	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	True	58	19	22	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	True	40	10	16	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	True	40	10	17	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	True	40	11	18	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	True	40	10	16	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	True	42	13	16	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	True	42	13	17	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	True	42	13	18	True
Hexb	HEXB	ENSG00000049860.9	ENST00000261416.7	73980968	+	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	True	42	13	16	True
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	False	12	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	12	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	False	12	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	False	12	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	False	5	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	5	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	False	5	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	False	5	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	False	19	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	19	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	False	19	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	False	19	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	False	35	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	35	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	False	False	35	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	False	False	35	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	False	False	17	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	False	False	17	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	False	False	17	0	0	False
Igf1	IGF1	ENSG00000017427.11	ENST00000337514.6	102874422	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	False	False	17	0	0	False
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	True	True	3	3	3	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	True	True	3	3	3	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	True	True	3	3	3	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	True	True	3	3	3	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	True	True	8	6	8	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	True	True	8	8	8	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	True	True	8	8	8	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	True	True	8	7	8	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	True	True	20	15	20	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	True	True	20	20	20	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	True	True	20	20	20	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	True	True	20	18	20	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	True	True	27	25	27	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	True	True	27	27	27	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	CjCas9_NNNVRYM	MiniCAFE	H1_rest	True	True	27	27	27	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	CjCas9_NNNVRYM	MiniCAFE	H1_IFNb	True	True	27	25	27	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_rest	True	True	17	17	17	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	WTC11_IFNb	True	True	17	17	17	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_rest	True	True	17	17	17	True
Il10	IL10	ENSG00000136634.5	ENST00000423557.1	206945838	-	Nme2Cas9_NNNNCC	proposed_dNme2Cas9_activator	H1_IFNb	True	True	17	17	17	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_rest	False	True	10	3	4	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	WTC11_IFNb	False	False	10	0	0	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_rest	False	True	10	4	5	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	Un1Cas12f1_TTTR	HEAL;SminiCRa	H1_IFNb	False	True	10	3	4	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_rest	False	True	5	0	0	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SaCas9_NNGRRT	SaCas9_CRISPRa	WTC11_IFNb	False	False	5	0	0	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_rest	False	True	5	0	1	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SaCas9_NNGRRT	SaCas9_CRISPRa	H1_IFNb	False	True	5	0	0	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_rest	False	True	22	2	3	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SpCas9_NGG	SpCas9_CRISPRa	WTC11_IFNb	False	False	22	0	0	False
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SpCas9_NGG	SpCas9_CRISPRa	H1_rest	False	True	22	3	3	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	SpCas9_NGG	SpCas9_CRISPRa	H1_IFNb	False	True	22	1	2	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_rest	False	True	39	10	12	True
Il1b	IL1B	ENSG00000125538.7	ENST00000263341.2	113594479	-	CjCas9_NNNVRYM	MiniCAFE	WTC11_IFNb	False	False	39	0	0	False
